Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
7021782,SA_0000001400,COUNTRY,VUT,WPR,Western Pacific,YEAR,2010,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHVUT,1.5,1.46488,,,2024-08-12T15:16:09Z,2010,1/1/2010,12/31/2010
7021832,SA_0000001400,COUNTRY,BOL,AMR,Americas,YEAR,1993,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHBOL,2.97,2.97,,,2018-05-11T09:08:55Z,1993,1/1/1993,12/31/1993
7022569,SA_0000001400,COUNTRY,PHL,WPR,Western Pacific,YEAR,1982,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHPHL,0.03,0.03,,,2018-05-11T09:18:26Z,1982,1/1/1982,12/31/1982
7023440,SA_0000001400,COUNTRY,KWT,EMR,Eastern Mediterranean,YEAR,1990,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHKWT,0,0,,,2018-05-11T09:15:52Z,1990,1/1/1990,12/31/1990
7023702,SA_0000001400,COUNTRY,CMR,AFR,Africa,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHCMR,2.1,2.13204,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
7024024,SA_0000001400,COUNTRY,GIN,AFR,Africa,YEAR,1994,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHGIN,0,0,,,2018-05-11T09:07:14Z,1994,1/1/1994,12/31/1994
7024476,SA_0000001400,COUNTRY,ROU,EUR,Europe,YEAR,1962,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHROU,4.49,4.49,,,2018-05-11T09:15:36Z,1962,1/1/1962,12/31/1962
7024857,SA_0000001400,COUNTRY,COD,AFR,Africa,YEAR,1979,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHCOD,1.96,1.96,,,2018-05-11T09:10:15Z,1979,1/1/1979,12/31/1979
7025529,SA_0000001400,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHDJI,0.2,0.16184,,,2024-08-12T15:16:09Z,2001,1/1/2001,12/31/2001
7025532,SA_0000001400,COUNTRY,SVK,EUR,Europe,YEAR,1969,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHSVK,6.94,6.94,,,2018-05-11T09:11:36Z,1969,1/1/1969,12/31/1969
7025987,SA_0000001400,COUNTRY,GRC,EUR,Europe,YEAR,2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHGRC,2.3,2.34994,,,2024-08-12T15:16:09Z,2001,1/1/2001,12/31/2001
7026086,SA_0000001400,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHEGY,0,0.00192,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
7026614,SA_0000001400,COUNTRY,HND,AMR,Americas,YEAR,1990,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHHND,0.01,0.01,,,2018-05-11T09:14:07Z,1990,1/1/1990,12/31/1990
7026880,SA_0000001400,COUNTRY,BLR,EUR,Europe,YEAR,2005,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHBLR,5.6,5.56308,,,2024-08-12T15:16:09Z,2005,1/1/2005,12/31/2005
7027190,SA_0000001400,COUNTRY,ITA,EUR,Europe,YEAR,2008,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHITA,1.5,1.47333,,,2024-08-12T15:16:09Z,2008,1/1/2008,12/31/2008
7027353,SA_0000001400,COUNTRY,LTU,EUR,Europe,YEAR,2008,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHLTU,2,1.99848,,,2024-08-12T15:16:09Z,2008,1/1/2008,12/31/2008
7027505,SA_0000001400,COUNTRY,BGR,EUR,Europe,YEAR,2018,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHBGR,4.6,4.56969,,,2024-08-12T15:16:09Z,2018,1/1/2018,12/31/2018
7027556,SA_0000001400,COUNTRY,NLD,EUR,Europe,YEAR,2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHNLD,2.1,2.13748,,,2024-08-12T15:16:09Z,2001,1/1/2001,12/31/2001
7028091,SA_0000001400,COUNTRY,MEX,AMR,Americas,YEAR,1995,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHMEX,1.09,1.09,,,2018-05-11T09:04:30Z,1995,1/1/1995,12/31/1995
7028187,SA_0000001400,COUNTRY,NER,AFR,Africa,YEAR,1995,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHNER,0.08,0.08,,,2018-05-11T09:22:38Z,1995,1/1/1995,12/31/1995
7028814,SA_0000001400,COUNTRY,NIC,AMR,Americas,YEAR,1977,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHNIC,3.29,3.29,,,2018-05-11T09:22:18Z,1977,1/1/1977,12/31/1977
7028892,SA_0000001400,COUNTRY,PRT,EUR,Europe,YEAR,1967,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHPRT,0.29,0.29,,,2018-05-11T09:18:39Z,1967,1/1/1967,12/31/1967
7028940,SA_0000001400,COUNTRY,CHE,EUR,Europe,YEAR,1969,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHCHE,6.45,6.45,,,2018-05-11T09:02:26Z,1969,1/1/1969,12/31/1969
7028973,SA_0000001400,COUNTRY,LSO,AFR,Africa,YEAR,1971,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHLSO,0,0,,,2018-05-11T09:18:12Z,1971,1/1/1971,12/31/1971
7029261,SA_0000001400,COUNTRY,BRA,AMR,Americas,YEAR,1975,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHBRA,2.97,2.97,,,2018-05-11T09:04:11Z,1975,1/1/1975,12/31/1975
7029425,SA_0000001400,COUNTRY,BFA,AFR,Africa,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHBFA,5.5,5.46377,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
7029609,SA_0000001400,COUNTRY,TZA,AFR,Africa,YEAR,2016,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHTZA,5.8,5.83466,,,2024-08-12T15:16:09Z,2016,1/1/2016,12/31/2016
7029712,SA_0000001400,COUNTRY,PRT,EUR,Europe,YEAR,2000,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHPRT,12.6,12.63495,,,2024-08-12T15:16:09Z,2000,1/1/2000,12/31/2000
7030635,SA_0000001400,COUNTRY,GNQ,AFR,Africa,YEAR,1995,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHGNQ,0,0,,,2018-05-11T09:08:53Z,1995,1/1/1995,12/31/1995
7030749,SA_0000001400,COUNTRY,NRU,WPR,Western Pacific,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHNRU,0.1,0.09072,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
7030889,SA_0000001400,COUNTRY,IRL,EUR,Europe,YEAR,2017,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHIRL,0.9,0.8554,,,2024-08-12T15:16:09Z,2017,1/1/2017,12/31/2017
7031406,SA_0000001400,COUNTRY,URY,AMR,Americas,YEAR,2011,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHURY,5.6,5.60227,,,2024-08-12T15:16:09Z,2011,1/1/2011,12/31/2011
7031530,SA_0000001400,COUNTRY,KHM,WPR,Western Pacific,YEAR,1995,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHKHM,0.21,0.21,,,2018-05-11T09:13:11Z,1995,1/1/1995,12/31/1995
7031687,SA_0000001400,COUNTRY,TLS,SEAR,South-East Asia,YEAR,1998,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHTLS,0.49,0.49,,,2018-05-11T09:11:17Z,1998,1/1/1998,12/31/1998
7031699,SA_0000001400,COUNTRY,LSO,AFR,Africa,YEAR,1969,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHLSO,0.94,0.94,,,2018-05-11T09:07:52Z,1969,1/1/1969,12/31/1969
7031749,SA_0000001400,COUNTRY,TJK,EUR,Europe,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHTJK,0.1,0.08121,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
7032322,SA_0000001400,COUNTRY,LCA,AMR,Americas,YEAR,1983,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHLCA,0.12,0.12,,,2018-05-11T09:18:49Z,1983,1/1/1983,12/31/1983
7032416,SA_0000001400,COUNTRY,AZE,EUR,Europe,YEAR,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHAZE,0,0.00515,,,2024-08-12T15:16:09Z,2014,1/1/2014,12/31/2014
7032500,SA_0000001400,COUNTRY,CHN,WPR,Western Pacific,YEAR,1974,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHCHN,1.03,1.03,,,2018-05-11T09:13:41Z,1974,1/1/1974,12/31/1974
7032742,SA_0000001400,COUNTRY,CAN,AMR,Americas,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHCAN,4.2,4.20833,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
7033031,SA_0000001400,COUNTRY,SVN,EUR,Europe,YEAR,1998,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHSVN,0.35,0.35,,,2018-05-11T09:02:56Z,1998,1/1/1998,12/31/1998
7033060,SA_0000001400,COUNTRY,COL,AMR,Americas,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHCOL,3.68,3.68,,,2018-05-11T09:03:35Z,1980,1/1/1980,12/31/1980
7033172,SA_0000001400,COUNTRY,ECU,AMR,Americas,YEAR,2019,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHECU,2.3,2.28956,,,2024-08-12T15:16:09Z,2019,1/1/2019,12/31/2019
7033491,SA_0000001400,COUNTRY,PRT,EUR,Europe,YEAR,1999,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHPRT,0.76,0.76,,,2018-05-11T09:06:16Z,1999,1/1/1999,12/31/1999
7033521,SA_0000001400,COUNTRY,NIU,WPR,Western Pacific,YEAR,2000,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHNIU,2.3,2.32572,,,2024-08-12T15:16:09Z,2000,1/1/2000,12/31/2000
7033602,SA_0000001400,COUNTRY,PER,AMR,Americas,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHPER,4.6,4.63877,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
7033658,SA_0000001400,COUNTRY,NER,AFR,Africa,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHNER,0,0.02739,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
7034003,SA_0000001400,COUNTRY,IND,SEAR,South-East Asia,YEAR,1987,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHIND,0.01,0.01,,,2018-05-11T09:14:20Z,1987,1/1/1987,12/31/1987
7034076,SA_0000001400,COUNTRY,CIV,AFR,Africa,YEAR,1970,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHCIV,1.1,1.1,,,2018-05-11T09:05:31Z,1970,1/1/1970,12/31/1970
7034335,SA_0000001400,COUNTRY,MEX,AMR,Americas,YEAR,1968,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHMEX,3.41,3.41,,,2018-05-11T09:08:17Z,1968,1/1/1968,12/31/1968
7034973,SA_0000001400,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2016,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHQAT,0.6,0.63965,,,2024-08-12T15:16:09Z,2016,1/1/2016,12/31/2016
7035286,SA_0000001400,COUNTRY,GTM,AMR,Americas,YEAR,1988,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHGTM,3.04,3.04,,,2018-05-11T09:18:14Z,1988,1/1/1988,12/31/1988
7035444,SA_0000001400,COUNTRY,UGA,AFR,Africa,YEAR,1965,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHUGA,0.21,0.21,,,2018-05-11T09:14:21Z,1965,1/1/1965,12/31/1965
7035587,SA_0000001400,COUNTRY,NOR,EUR,Europe,YEAR,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHNOR,1.9,1.91333,,,2024-08-12T15:16:09Z,2004,1/1/2004,12/31/2004
7035831,SA_0000001400,COUNTRY,POL,EUR,Europe,YEAR,1974,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHPOL,2.54,2.54,,,2018-05-11T09:07:52Z,1974,1/1/1974,12/31/1974
7035875,SA_0000001400,COUNTRY,AUT,EUR,Europe,YEAR,2008,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHAUT,1.7,1.7,,,2024-08-12T15:16:09Z,2008,1/1/2008,12/31/2008
7035993,SA_0000001400,COUNTRY,VEN,AMR,Americas,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHVEN,10.2,10.2,,,2018-05-11T09:12:17Z,1980,1/1/1980,12/31/1980
7036203,SA_0000001400,COUNTRY,BEL,EUR,Europe,YEAR,1984,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHBEL,3.11,3.11,,,2018-05-11T09:22:33Z,1984,1/1/1984,12/31/1984
7036483,SA_0000001400,COUNTRY,ATG,AMR,Americas,YEAR,2018,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHATG,3.7,3.68274,,,2024-08-12T15:16:09Z,2018,1/1/2018,12/31/2018
7036717,SA_0000001400,COUNTRY,ZWE,AFR,Africa,YEAR,1986,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHZWE,5.57,5.57,,,2018-05-11T09:10:10Z,1986,1/1/1986,12/31/1986
7036941,SA_0000001400,COUNTRY,WSM,WPR,Western Pacific,YEAR,2016,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHWSM,0.1,0.10015,,,2024-08-12T15:16:09Z,2016,1/1/2016,12/31/2016
7037186,SA_0000001400,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2018,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHYEM,0,0.01777,,,2024-08-12T15:16:09Z,2018,1/1/2018,12/31/2018
7037377,SA_0000001400,COUNTRY,DEU,EUR,Europe,YEAR,1999,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHDEU,2.37,2.37,,,2018-05-11T09:12:32Z,1999,1/1/1999,12/31/1999
7037399,SA_0000001400,COUNTRY,MLT,EUR,Europe,YEAR,2002,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHMLT,2.5,2.46238,,,2024-08-12T15:16:09Z,2002,1/1/2002,12/31/2002
7037478,SA_0000001400,COUNTRY,FIN,EUR,Europe,YEAR,1979,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHFIN,7.84,7.84,,,2018-05-11T09:17:19Z,1979,1/1/1979,12/31/1979
7038153,SA_0000001400,COUNTRY,ZWE,AFR,Africa,YEAR,1984,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHZWE,0.05,0.05,,,2018-05-11T09:08:10Z,1984,1/1/1984,12/31/1984
7038209,SA_0000001400,COUNTRY,FIN,EUR,Europe,YEAR,2005,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHFIN,4.6,4.57667,,,2024-08-12T15:16:09Z,2005,1/1/2005,12/31/2005
7038387,SA_0000001400,COUNTRY,GEO,EUR,Europe,YEAR,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHGEO,1.3,1.32014,,,2024-08-12T15:16:09Z,2004,1/1/2004,12/31/2004
7038390,SA_0000001400,COUNTRY,ECU,AMR,Americas,YEAR,1982,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHECU,0.04,0.04,,,2018-05-11T09:03:01Z,1982,1/1/1982,12/31/1982
7038413,SA_0000001400,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2009,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHTLS,0.1,0.05214,,,2024-08-12T15:16:09Z,2009,1/1/2009,12/31/2009
7038431,SA_0000001400,COUNTRY,BLZ,AMR,Americas,YEAR,2011,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHBLZ,6.4,6.38026,,,2024-08-12T15:16:09Z,2011,1/1/2011,12/31/2011
7038541,SA_0000001400,COUNTRY,NGA,AFR,Africa,YEAR,2012,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHNGA,0.6,0.62817,,,2024-08-12T15:16:09Z,2012,1/1/2012,12/31/2012
7038556,SA_0000001400,COUNTRY,ZWE,AFR,Africa,YEAR,2018,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHZWE,1.4,1.43523,,,2024-08-12T15:16:09Z,2018,1/1/2018,12/31/2018
7039183,SA_0000001400,COUNTRY,AUS,WPR,Western Pacific,YEAR,1968,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHAUS,11.03,11.03,,,2018-05-11T09:07:44Z,1968,1/1/1968,12/31/1968
7039212,SA_0000001400,COUNTRY,BFA,AFR,Africa,YEAR,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHBFA,5.6,5.61321,,,2024-08-12T15:16:09Z,2004,1/1/2004,12/31/2004
7039378,SA_0000001400,COUNTRY,HUN,EUR,Europe,YEAR,2007,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHHUN,4.4,4.42644,,,2024-08-12T15:16:09Z,2007,1/1/2007,12/31/2007
7039564,SA_0000001400,COUNTRY,PAN,AMR,Americas,YEAR,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHPAN,4.9,4.91555,,,2024-08-12T15:16:09Z,2004,1/1/2004,12/31/2004
7039902,SA_0000001400,COUNTRY,COL,AMR,Americas,YEAR,1998,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHCOL,3.95,3.95,,,2018-05-11T09:08:10Z,1998,1/1/1998,12/31/1998
7040209,SA_0000001400,COUNTRY,MAR,EMR,Eastern Mediterranean,YEAR,1985,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHMAR,0.27,0.27,,,2018-05-11T09:22:08Z,1985,1/1/1985,12/31/1985
7040370,SA_0000001400,COUNTRY,GAB,AFR,Africa,YEAR,2017,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHGAB,0.1,0.05669,,,2024-08-12T15:16:09Z,2017,1/1/2017,12/31/2017
7040565,SA_0000001400,COUNTRY,GIN,AFR,Africa,YEAR,1971,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHGIN,0.14,0.14,,,2018-05-11T09:16:25Z,1971,1/1/1971,12/31/1971
7040707,SA_0000001400,COUNTRY,FRA,EUR,Europe,YEAR,1976,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHFRA,20.84,20.84,,,2018-05-11T09:14:46Z,1976,1/1/1976,12/31/1976
7040730,SA_0000001400,COUNTRY,MYS,WPR,Western Pacific,YEAR,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHMYS,0.5,0.51013,,,2024-08-12T15:16:09Z,2020,1/1/2020,12/31/2020
7040835,SA_0000001400,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,1998,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHSDN,0,0,,,2018-05-11T09:22:44Z,1998,1/1/1998,12/31/1998
7041117,SA_0000001400,COUNTRY,SDN,EMR,Eastern Mediterranean,YEAR,1999,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,DATASOURCE,DATASOURCE_GISAHSDN,1.63,1.63,,,2018-05-11T09:12:42Z,1999,1/1/1999,12/31/1999
7041322,SA_0000001400,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,1996,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHPAK,0,0,,,2018-05-11T09:19:59Z,1996,1/1/1996,12/31/1996
7041352,SA_0000001400,COUNTRY,LBY,EMR,Eastern Mediterranean,YEAR,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHLBY,0,0,,,2018-05-11T09:03:59Z,1980,1/1/1980,12/31/1980
7042363,SA_0000001400,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,2018,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHIRQ,0,0.00372,,,2024-08-12T15:16:09Z,2018,1/1/2018,12/31/2018
7042588,SA_0000001400,COUNTRY,LUX,EUR,Europe,YEAR,1988,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHLUX,2.67,2.67,,,2018-05-11T09:23:07Z,1988,1/1/1988,12/31/1988
7042657,SA_0000001400,COUNTRY,VUT,WPR,Western Pacific,YEAR,1995,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHVUT,1.47,1.47,,,2018-05-11T09:14:52Z,1995,1/1/1995,12/31/1995
7042737,SA_0000001400,COUNTRY,GNQ,AFR,Africa,YEAR,1983,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHGNQ,0,0,,,2018-05-11T09:02:27Z,1983,1/1/1983,12/31/1983
7042794,SA_0000001400,COUNTRY,GUY,AMR,Americas,YEAR,2017,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHGUY,5.2,5.22107,,,2024-08-12T15:16:09Z,2017,1/1/2017,12/31/2017
7042801,SA_0000001400,COUNTRY,BTN,SEAR,South-East Asia,YEAR,1990,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHBTN,1.74,1.74,,,2018-05-11T09:12:01Z,1990,1/1/1990,12/31/1990
7043092,SA_0000001400,COUNTRY,TGO,AFR,Africa,YEAR,1998,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHTGO,0.11,0.11,,,2018-05-11T09:17:29Z,1998,1/1/1998,12/31/1998
7043198,SA_0000001400,COUNTRY,TUR,EUR,Europe,YEAR,1968,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHTUR,0.17,0.17,,,2018-05-11T09:06:43Z,1968,1/1/1968,12/31/1968
7043274,SA_0000001400,COUNTRY,ROU,EUR,Europe,YEAR,1995,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,DATASOURCE,DATASOURCE_GISAHROU,2.01,2.01,,,2018-05-11T09:03:21Z,1995,1/1/1995,12/31/1995
7043418,SA_0000001400,COUNTRY,MMR,SEAR,South-East Asia,YEAR,1970,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,DATASOURCE,DATASOURCE_GISAHMMR,0.01,0.01,,,2018-05-11T09:10:00Z,1970,1/1/1970,12/31/1970
7043598,SA_0000001400,COUNTRY,DZA,AFR,Africa,YEAR,1979,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,DATASOURCE,DATASOURCE_GISAHDZA,0.26,0.26,,,2018-05-11T09:06:46Z,1979,1/1/1979,12/31/1979
7044239,SA_0000001400,COUNTRY,KWT,EMR,Eastern Mediterranean,YEAR,1981,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,DATASOURCE,DATASOURCE_GISAHKWT,0,0,,,2018-05-11T09:19:39Z,1981,1/1/1981,12/31/1981
