IndicatorCode,IndicatorName
NLIS_NU_CA_114,NLIS: Continued breastfeeding at 1 year in infants 12-15 months (%)
MALARIA_PV_INDIG,Number of indigenous P. vivax malaria cases
NCD_CCS_PA_GUIDELINES_5to19,Existence of national guidelines for physical activity for children and adolescents aged 5-19
HAZARD_YLD_LT5,"Years lived with disability caused by hazards, aged less than 5 years"
FOODBORNE_ILL_100K_GE5,"Foodborne illnesses per 100 000, aged 5 years and above"
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%)
WCO_PARTNERSDONORS,Partners and donors
SA_0000001842,"Alcohol, 15-19 years heavy continuous drinkers, drinkers only, past year (%)"
SA_0000001839,"Alcohol, heavy continuous drinkers past year (%)"
NCD_CCS_bone_marrow,General availability of bone marrow transplantation in the public health system
PRISON_D4_MDRTB_DIAG_TOT,In-prison MDR-TB diagnosis (number of diagnoses)
TAXBEV_PRICE,Beverage price
NCD_CCS_CHOL_SVY,"Has conducted a recent, national adult risk factor survey covering raised total cholesterol"
STI_CHLAMYDIA_CASES_NUM,Reported cases of chlamydia (number)
FOODBORNE_DALY_CASE_GE5,"Foodborne disability-adjusted life years per case, aged 5 years and above"
SCSUD_STSPROGRESS,"Substance use disorders service coverage, specialized treatment services progress"
R_Price_lowest_cost_estimate,Cheapest brand of cigarettes - price in currency reported
CCH_SURVEY_PLAN_STRATEGY_DEVELOPED,National health and climate change plan or strategy developed
TB_notif_num_newrel_ep,Number of people diagnosed with new episode of pulmonary TB who have extrapulmonary TB.
IHRSPAR_CAPACITY08,National Health Emergency Framework
E_compl_e6,Compliance with ban on advertising at point of sale (score)
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude"
GLASSAMC_GPW13_T4B,Target ≥60% of total antibiotic use being Access group antibiotics (GPW13 target 4b)
MALARIA_RDT_TEST,Number of malaria suspects examined by rapid diagnostic test (RDT)
TB_cc_prct_Q4,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q4 income or expenditure quantile.
NCD_CCS_TEL_HYDRO_COMBO,General availability of Fixed dose combination avail (telmisartan + hydrochlorothiazide) in the public health sector
PATIENTSAFETY_COREINDICATORAGGREGATE,Patient safety core indicator aggregated (%)
GASPRSCFM,Proportion of isolates with decreased susceptibility or resistance (DS/R) to cefixime reported to WHO-GASP
HEPATITIS_HCV_TREATMENT_HIV_PERCENT,People living with HIV treated for chronic hepatitis C infection (percent)
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude"
SCSUD_FINANCINGPROGRESS,"Substance use disorders service coverage, financing progress"
STI_SYPHILIS_PREVALENTCASES,Prevalent cases of active syphilis (in thousands)
TAXBEV_VATSALES,Value-added/sales tax on beverages (%)
SDGIHR2021,"Average of 15 International Health Regulations core capacity scores, SPAR version, 2nd edition"
cpmowho,Contraceptive prevalence - use of modern methods (%)
FOODBORNE_DALY_LT5,"Foodborne disability-adjusted life years, aged less than 5 years"
HAZARD_YLD_GE5,"Years lived with disability caused by hazards, aged 5 years and above"
STI_GONORRHOEA_INCIDENCE_PER1000,Incident cases of gonorrhoea in individuals (per 1000)
CCH_SURVEY_MOH_FOCALPOINT,Designation of a focal point responsible for health and climate change within the Ministry of Health
NCD_CCS_FOOD_TAX,"Existence of tax on foods high in fat, sugars or salt"
NCD_CCS_BP_SVY,"Has conducted a recent, national adult risk factor survey covering raised blood pressure/hypertension"
uwgt5,"xxxxx for deletion: (child underweight, see NUTUNDERWEIGHTPREV)"
CARE_SEEK,Care-seeking by type of patient and source of care (%) (see CARE_SOURCE)
SW_CONDOMUSE_PERCENT,Sex workers: Condom use (percent)
ORALHEALTH_UHC_ADVANCE_CURATIVE,Oral health interventions as part of health benefit packages: Advanced curative oral health care
PRISON_D3_DEATHS_TOT,In-prison total deaths
E17a_csr_ban,Ban on Corporate Social Responsibility activities (CSR)
IHRSPAR2_C01,"Policy, Legal and normative Instruments to implement IHR"
SA_0000001837,"Alcohol poisoning deaths, per 100,000 population"
SCSUD_GOVGUIDELINES,"Substance use disorders service coverage, national guidelines"
SW_SYPHILISPREV_PERCENT,Sex workers: Syphilis prevalence (percent)
P_compl_p5,Compliance with smoke-free indoor offices law (score)
CCH_SURVEY_AGREEMENT_MOH_OTHERSECTORS,Agreement in place between the Ministry of Health and other sector(s) in relation to health and climate change policy or programs
TOB_R_PRICE,Retail price for tobacco and nicotine products
FOODBORNE_ILL_100K,Foodborne illnesses per 100 000
IHRSPAR2_C15,Radiation emergencies
NCD_CCS_CANCER_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of cancer
TAXBEV_ABV,"Alcohol content in beverage in percent of volume, (alcohol by volume) (ABV %)"
MALARIA_INDIG,Number of indigenous malaria cases
GHE_YLD_NUMERIC,Years of healthy life lost due to disability (YLDs)
IHRSPAR2_C07,Health emergency management
SRH_PREGNANCY_UNINTENDED_RATE,Unintended pregnancy rate (model-estimated)
SA_0000001838,Alcohol-related cardiomyopathy deaths (% of all cardiomyopathy deaths)
IHRSPAR_CAPACITY05,Laboratory (SPAR)
STI_CHLAMYDIA_INCIDENCE_PER1000,Incident cases of chlamydia in individuals (per 1000)
HHS_LAWPOLICY,"HIV, Hepatitis, and STI-related laws and policies"
Adult_daily_smokeless,Prevalence of daily smokeless tobacco use among adults (%)
NCD_CCS_PA_POL_CHILDCARE,Existence of policy promoting physical activity: childcare settings
TAXBEV_OTHERTAXES,Other taxes on beverages (%)
MALARIA_CONF_CASES,Number of confirmed malaria cases
SCSUD_MEDPUBLIC,"Substance use disorders service coverage, medicine provided for free in public health care"
NCD_CCS_ALC_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of alcohol use disorders
SCSUD_REHABPROGRESS,"Substance use disorders service coverage, rehabilitation programmes progress"
TG_CONDOMUSE_PERCENT,Transgender: Condom use (percent)
HAZARD_DALY_TOTAL,"Disability-adjusted life years caused by hazards, all ages"
TB_ps_prev_bc_100k_bysex,"Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population by sex."
E_compl_e9,Compliance with ban on free distribution in mail or through other means (score)
Yth_daily_tob_smoking,Prevalence of daily tobacco smoking among adolescents (%)
R_afford_inflation_adjusted_price_ppp,Inflation-adjusted prices for most sold brand of cigarettes: Prices in purchasing power parity adjusted by year on year changes in average consumer prices in the United States of America
HIV_POSITIVITY,Percentage of HIV-positive results returned to people in the calendar year
FOODBORNE_ILL_100K_TOTAL,"Foodborne illnesses per 100 000, all ages"
PRISON_B20_CLINICALREP,In-prison clinical health records
ASSISTIVETECH_SATISFACTIONACTIVITIES,Satisfaction with assistive products for different environments and activities (%)
NCD_CCS_BPmsmt,General availability of blood pressure measurement at the primary health care level
vbcg,BCG immunization coverage among one-year-olds (%)
MH_27,Publication year of the policy or plan (latest revision)
NLIS_NU_CA_095,NLIS: Minimum acceptable diet (MAD) in children 6-23 months (%)
FAMILYPLANNINGUNPDUHC,"Women of reproductive age (15âˆ’49 years) who are married or in-union who have their need for family planning satisfied with modern methods (%), UNPD"
E_compl_e5,Compliance with ban on billboard and outdoor advertising (score)
AMR_INFECT_ECOLI,Proportion of bloodstream infection due to Escherichia coli resistant to third-generation cephalosporins (%)
SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%)
NLIS_NU_CA_049,NLIS: Children with diarrhoea receiving zinc and ORS (%)
OHS_POLICYSTATUS,Existence of national policy instruments for occupational health and safety for health workers
IHRSPAR2_C14,Chemical events
NCD_CCS_PA_MASS_PART,Implementation of a recent mass participation event
HIV_OAMT_COVERAGE_PERCENT,Coverage of opioid agonist maintenance therapy (percent)
TAXBEV_EXCISE_UNIFORMTIERED_ALCOHOLIC,Uniform or tiered excise tax system applied on alcoholic beverage
FOODBORNE_DTH_100K_LT5,"Foodborne deaths per 100 000, aged less than 5 years"
WCO_UNCOLLABORATION,Collaboration with United Nations System
TAXBEV_EXCISE,Excise taxes on beverages (%)
HIV_0000000028,"Estimated number of tests performed where results were received by a person (testing volume), estimated number per 1000 population"
NCD_CCS_EyePlan,Existence of operational policy/strategy/action plan for eye health
FOODBORNE_YLD_100K,Foodborne years lived with disability per 100 000
FOODBORNE_YLL_100K_TOTAL,"Foodborne years of life lost per 100 000, all ages"
ORALHEALTH_UHC_PREVENTIVE,Oral health interventions as part of health benefit packages: Routine and preventive oral health care
ORALHEALTH_AVAILABILITY_URGENTCARE,Oral health: Urgent treatment for providing emergency oral care and pain relief
MALARIA_NMCP_CALCULATIONS,Domestic Expenditure on Malaria
TAXBEV_EXCISE_AUTOADJUST,Automatic adjustment of specific excise on beverage
FOODBORNE_DTH_100K,Foodborne deaths per 100 000
LBW_NUMBER,Low birth weight number (in thousands)
NCD_CCS_PA_POL_PUBLIC,Existence of policy promoting physical activity: public open spaces
SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%)
PRISON_D4_COVID_TOT,In-prison COVID-19 diagnosis (number of diagnoses)
TB_cc_prct,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB.
HEPATITIS_HCV_LIVINGWITH_NUM,People living with chronic hepatitis C (HCV) (number)
IMMUNIZATION_VACCINATIONCARDSSEEN,Proportion of vaccination cards seen (%)
NUT_BF_CBF,Continued breastfeeding 12-23 months
TB_Notification_agesex_num,The number of new and relapse cases of tuberculosis detected in a given year by age and sex
R_Ad_val,Taxes as a % of price: ad valorem excise
FINPROTECTION_IMP_BNLFHU_P_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities - developed by WHO/Europe) (%, national)"
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer
FOODBORNE_YLD_LT5,"Foodborne years lived with disability, aged less than 5 years"
FOODBORNE_YLD_TOTAL,"Foodborne years lived with disability, all ages"
Rev_other,Tobacco tax revenues - other
NCD_CCS_cancer_surgery,General availability of cancer surgery in the public sector
STI_SYPHILIS_INCIDENCE_PER1000,Incident rate of active syphilis (per 1000)
SCSUD_PSYCH,"Substance use disorders service coverage, psychosocial treatment services"
STI_GONORRHEA_CASES_NUM,Reported cases of gonorrhea (number)
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%)
ASSISTIVETECH_SATISFACTIONSERVICES,Satisfaction with assistive products and related services (%)
SCSUD_MEDBIS,"Substance use disorders service coverage, medicine included in basic insurance package"
ASSISTIVETECH_BARRIERAT,Barriers to accessing assistive products (%)
HEPATITIS_HBV_PREVALENCE_PER100,Prevalence of chronic hepatitis B (HBV) in the general population (%)
NCD_HYP_CONTROL_C,"Effective hypertension treatment coverage among adults aged 30-79, crude"
WCO_INTERGOVERNMENTALORGANIZATIONS,Collaboration with Intergovernmental Organizations
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%)
GASPRSESC,Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP
NLIS_NU_CA_041,NLIS: Children with diarrhoea <5 y receiving oral rehydration therapy (ORT) and continued feeding (%)
NCD_CCS_CANCER_DEPT,General availability of cancer centres or cancer departments at tertiary level in the public sector
Youth_svy_yr,Year of most recent adolescent survey
NUTRITION_VOLTRON,Chimera voltron indicator to show summary table
M1_adult_recent,Most recent survey among adults was recent (in the past 5 years)
NUT_CF_MDD,Minimum dietary diversity 6-23 months
PRISON_D3_DEATHS_SUICIDE_MRATE,In-prison suicide mortality rate (per 100 000 incarcerated persons per year)
STI_GONORRHOEA_INCIDENTCASES,Incident cases of gonorrhoea in individuals (in thousands)
NCD_CCS_OBES_TARGET,Existence of a national target on obesity
STI_TRICHOMONIASIS_PREVALENTCASES,Prevalent cases of trichomoniasis in individuals (in thousands)
NCD_CCS_OVWT_SVY,"Has conducted a recent, national adult risk factor survey covering overweight and obesity"
E_compl_e3,Compliance with ban on advertising in local magazines and newspapers (score)
Youth_svy_age_range,Age range of most recent adolescent survey
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude"
FOODBORNE_YLD,Foodborne years lived with disability
GHE_DALY_NUMERIC,Disability-adjusted life years (DALYs)
HIV_0000000027,Reported number of HIV tests performed where results were received by a person (testing volume)
GHE_DEATHS_NUMERIC,GHE Deaths
ORALHEALTH_EMLDENTALPREP,Presence of an EML with dental preparations
NCD_CCS_CVD_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of cardiovascular diseases
R_Sp_excise,Taxes as a % of price: specific excise
M_Est_cig_daily_std,Estimate of daily cigarette smoking prevalence (%) (age-standardized rate)
M_Est_smk_daily,Estimate of daily tobacco smoking prevalence (%)
IHRSPAR_CAPACITY09,Health Service Provision
PRISON_A2_PRISIONERS_PER100KPOP,Number of prisoners (per 100 000 inhabitants)
HAZARD_ILL_GE5,"Illnesses caused by hazards, aged 5 years and above"
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands)
POP_TOTAL_BIRTHS_NUM,Total number of live births
NCD_HYP_TREATMENT_A,"Hypertension treatment coverage among adults aged 30-79 , age-standardized"
FOODBORNE_YLL_100K_GE5,"Foodborne years of life lost per 100 000, aged 5 years and above"
FOODBORNE_YLD_GE5,"Foodborne years lived with disability, aged 5 years and above"
NCD_CCS_PA_POL_COMM_BASED,Existence of policy promoting physical activity: community-based and sports initiatives
SCSUD_DATASERVPROV,"Substance use disorders service coverage, data on service provision"
E17b_csr_promo_self,Ban on tobacco companies/the tobacco industry publicizing their CSR activities
VACCINEPREVENTABLE_WILDPOLIO,Number of reported cases of poliomyelitis by wild poliovirus (WPV)
PRISON_F1_ALCOHOL_TOT,"In-prison people who drink/drank alcohol (number of prisoners, in the last 12 months)"
NCD_CCS_TOB_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of tobacco dependence
TAXBEV_ALCOHOLBASEDTIERED,"If tiered on the beverage, the tiers are alcohol-based"
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%)
CCH_SURVEY_SURVEILLANCE_WHICH_METEOROLOGICAL,Existence of a health surveillance system which includes meteorological information
SCSUD_PSYCHPROGRESS,"Substance use disorders service coverage, psychosocial treatment services progress"
Yth_daily_tob_use,Prevalence of daily tobacco use among adolescents (%)
FOODBORNE_YLD_CASE_GE5,"Foodborne years lived with disability per case, aged 5 years and above"
DEVICES24,National authority responsible for regulating medical devices
R_afford_cat_2,Affordability of cigarettes: category of change over past 2 years
DEVICES25,"National Health Technology Assessment (HTA) unit including the assessment of medical devices, and diagnostics"
FINPROTECTION_IMP_NP_REL_LEVEL_MILLION,"Total population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (millions, regional, global)"
FINPROTECTION_IMP_PREL_LEVEL_MILLION,"Total population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (millions, regional, global)"
ASSISTIVETECH_TRAVELDISTANCEAT,Travel distance to obtain assistive products (%)
FOODBORNE_YLD_CASE_TOTAL,"Foodborne years lived with disability per case, all ages"
WCO_SEAHPRTRAINING,"Sexual exploitation, abuse and harassment prevention and response training"
SCSUD_FINANCINGSUPPORT,"Substance use disorders service coverage, information on governmental support available"
NCD_CCS_LIS_AML_COMBO,General availability of Fixed dose combination avail (lisinopril + amlodipine) in the public health sector
HAZARD_DALY_GE5,"Disability-adjusted life years caused by hazards, aged 5 years and above"
AMRGLASS_SURVL04,Number of surveillance sites reporting to GLASS: In- and outpatient facilities
P_compl_p7,Compliance with smoke-free pubs and bars law (score)
M5_youth_representative,Most recent school-based survey among adolescents was representative of the national population
HEPATITIS_HBV_DIAGNOSED_NUM,Chronic hepatitis B (HBV) infected persons diagnosed (number)
Yth_curr_smokeless,Prevalence of current smokeless tobacco use among adolescents (%)
STI_SYPHILIS_CASES_NUM,Reported cases of syphilis (number)
TB_cc_prct_DSTB,Percentage of TB-affected households facing costs >20% of household income or expenditure due to DS-TB.
Adult_curr_cig_smoking,Prevalence of current cigarette smoking among adults (%)
TB_notif_num_agesex,Number of people diagnosed with new episode TB who by age group and sex.
NCD_CCS_DIAB_SVY,"Has conducted a recent, national adult risk factor survey covering raised blood glucose/diabetes"
PRISON_B3_DELIVHEALTHCARE,Agencies responsible for delivering prison healthcare
CCH_SURVEY_SURVEILLANCE_SYSTEM_EXISTS,Existence of an health surveillance system
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years
NCD_CCS_ALC_SVY,"Has conducted a recent, national adult risk factor survey covering harmful alcohol use"
WHO_LOCATIONFACILITIES,Locations and facilities
ORALHEALTH_DENTALAMALGAMPHASEDOWN,Measures to phase down the use of dental amalgam
FOODBORNE_DALY_CASE,Foodborne disability-adjusted life years per case
HEPATITIS_HBV_DEATHS_NUM,Deaths caused by chronic hepatitis B (HBV) infection (number)
Camp_media_monitor,Process evaluation was employed to assess implementation of the campaign
NCD_CCS_HearingPlan,Existence of operational policy/strategy/action plan for hearing health
PRISON_B14_ERRORS,In-prison standardized process for medication errors
Yth_daily_cig_smoking,Prevalence of daily cigarette smoking among adolescents (%)
ASSISTIVETECH_Q04,Existence of responsible ministry/authority on assistive technology
GASPRSCRO,Proportion of isolates with decreased susceptibility or resistance (DS/R) to ceftriaxone reported to WHO-GASP
IHRSPAR2_C06,Human resources
Yth_nonsmoked_national,Representation of latest youth prevalence survey (nonsmoked)
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands)
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2022 US$ millions)
MSM_CONDOMUSE_PERCENT,Men who have sex with men: Condom use (percent)
FINPROTECTION_IMP_PG_215_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of the $2.15 a-day poverty line (%, national, rural, urban)"
TAXBEV_ALCOHOLSALESTATUS,Status of alcohol sale
ORALHEALTH_UHC_GOVSCHEME,Oral health interventions as part of health benefit packages: Coverage of the largest government health financing scheme (%)
NCD_CCS_PA_GUIDELINES_UNDER5,Existence of national guidelines for physical activity for children under 5
TB_ps_prev_bc_100k,"Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population"
SA_0000001459_AA,"Road traffic crash deaths, alcohol-attributable, age-standardized death rates, per 100,000 population"
MH_26,Year the law was enacted (latest revision)
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT)
WSH_DOMESTIC_WASTE_SAFELY_TREATED,SDG 6.3.1 Proportion of safely treated domestic wastewater flows (%)
ASSISTIVETECH_Q05,Availability of government/registered services for assistive technology
R_Price_mp_estimate_usd,Most sold brand of cigarettes - price in US$ at official exchange rates
FINPROTECTION_IMP_P190_LEVEL_MILLION,"Total population pushed further below the $1.90 a day poverty line by household health expenditures (millions, regional, global)"
NTD_YAWSNUM_CONF,Number of confirmed yaws cases reported
FINPROTECTION_IMP_NP365_POP,"Population pushed below the $3.65 a day poverty line by household health expenditures (%, national, rural, urban)"
FINPROTECTION_IMP_P190_POP,"Population pushed further below the $1.90 a day poverty line by household health expenditures (%, national, rural, urban)"
TB_ps_prev_bc_100k_byagegroup,"Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population by age group"
MSM_PSE_NUM,Men who have sex with men: Population size estimate (number)
GASPRSCIP,Proportion of isolates with resistance to ciprofloxacin reported to WHO-GASP
HEPATITIS_HCV_TREATMENT_INITIATED_NUM,Persons initiated chronic hepatitis C(HCV) treatment (number)
MALARIA_ACT_TREATED,Number of malaria cases treated with artemisinin-based combination therapies (ACTs)
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth
Adult_curr_tob_use,Prevalence of current tobacco use among adults (%)
FOODBORNE_ILL_LT5,"Foodborne illnesses, aged less than 5 years"
SCSUD_NSS,"Substance use disorders service coverage, non-structured services"
R_type_variant,Most sold brand of other tobacco type
ORALHEALTH_UHC_ESSENTIAL_CURATIVE,Oral health interventions as part of health benefit packages: Essential curative oral health care
FOODBORNE_YLL_GE5,"Foodborne years of life lost, aged 5 years and above"
PRISON_B9_STAFF_RATIO,Healthcare staff in prisons (FTEs per 1000 prisoners)
PRISON_B9_1_PHYSICIANS_RATIO,Physicians in prisons (FTEs per 1000 prisoners)
SCSUD_GOVPAL,"Substance use disorders service coverage, availability of policy, action plan and legislation"
SRH_ABORTION_RATE,Abortion rate (model-estimated)
ASSISTIVETECH_Q01,Existence of legislation on access to assistive technology
HAZARD_DALY_LT5,"Disability-adjusted life years caused by hazards, aged less than 5 years"
TAXBEV_EXCISE_APPLIED_YN,Excise taxes are applied on beverages
GASPRSAZM,Proportion of isolates with resistance to azithromycin reported to WHO-GASP
HEPATITIS_HCV_PREVALENCE_PER100,Prevalence of chronic hepatitis C (HCV) ) in the general population (%)
Yth_daily_e-cig,Prevalence of daily e-cigarette use among adolescents (%)
ORALHEALTH_NCD_STAFF,Presence of dedicated staff for oral health working on NCDs at the MoH
AIR_72,Ambient air pollution attributable deaths in children under 15 years
FINPROTECTION_IMP_NP_365_LEVEL_MILLION,"Total population pushed below the $3.65 a day poverty line by household health expenditures (millions, regional, global)"
HEPATITIS_HCV_TESTING_HIV_PERCENT,People living with HIV diagnosed with chronic hepatitis C infection (percent)
IHRSPAR2_C10,Risk communication and community engagement (RCCE)
P_comprehensive_subnat,Subnational smoking bans - at least one jurisdiction has a comprehensive ban in place
HEPATITIS_HCV_TREATMENT_PWID_PERCENT,"People living with HIV who inject drugs, treated for chronic hepatitis C infection (percent)"
FOODBORNE_DALY_CASE_TOTAL,"Foodborne disability-adjusted life years per case, all ages"
FOODBORNE_DTH_100K_GE5,"Foodborne deaths per 100 000, aged 5 years and above"
R_Price_lowest_cost_usd,Cheapest brand of cigarettes - price in US$ at official exchange rates
FOODBORNE_DTH,Foodborne deaths
PRISON_B9_1_PHYCHIATRISTS_RATIO,Psychiatrists in prisons (FTEs per 1000 prisoners)
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude"
WCO_GOVERNMENTCOLLABORATION,Collaboration with government sectors
PRISON_A2_PRISIONERS_N,Number of prisoners
PRISON_B11_VACPREV_DTP,In-prison vaccination for DTP
MALARIA_1STLINE_TREATED,Number of malaria cases treated with any first  line tx courses (including artemisinin-based combination therapies (ACTs))
PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%)
NCD_CCS_LIS_HYDRO_COMBO,General availability of Fixed dose combination avail (lisinopril + hydrochlorothiazide) in the public health sector
FOODBORNE_YLL_100K_LT5,"Foodborne years of life lost per 100 000, aged less than 5 years"
RADON_Q503_1,Reference level for workplaces (Bq/m3)
HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,Mean hemoglobin level of women of reproductive age (aged 15-49 years)
HAZARD_DTH_LT5,"Deaths caused by hazards, aged less than 5 years"
TAXBEV_ADVALOREMBASE,Base for ad valorem excise tax on beverage
P_compl_p8,Compliance with smoke-free public transport law (score)
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized"
CM_04,Number of deaths among children ages 5 to 9 years
Adult_nonsmoked_svy_title,Name of latest adult prevalence survey (nonsmoked)
NCD_CCS_PA_TAX,Existence of tax incentives to promote physical activity
sevwast5,see NUTSEVWASTINGPREV
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age
MALARIA_IPTP3_COVERAGE,Pregnant women attending antenatal care  at least once and receiving at least 3 doses of Intermittent Preventive Treatment of Malaria for Pregnant Women (IPTp3) (%)
ORALHEALTH_EDENTULISM_PREVALENCE,Prevalence of edentulism in people 20+ years (%)
NCD_CCS_OvwtPlan,Existence of operational policy/strategy/action plan to reduce overweight/obesity
SCSUD_PHARM,"Substance use disorders service coverage, pharmacological treatment services"
vfull,Full immunization coverage among one-year-olds (%)
FINPROTECTION_IMP_P215_POP,"Population pushed further below the $2.15 a day poverty line by household health expenditures (%, national, rural, urban)"
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%)
ORALHEALTH_NOMA,Oral health: Noma recognized as a national public health problem
R_admin_tax_stamps_cig,"Tobacco tax administration: Tax stamps, fiscal marks, banderole or other types of marking are applied on cigarettes"
FOODBORNE_ILL_GE5,"Foodborne illnesses, aged 5 years and above"
FINPROTECTION_IMP_P_365_LEVEL_SH,"Total population pushed further below the $3.65 a day poverty line by household health expenditures (%, regional, global)"
FINPROTECTION_IMP_PG_RELPL_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of a relative poverty line - 60% of median daily per capita consumption or income (%, national, rural, urban)"
Adult_curr_tob_smoking,Prevalence of current tobacco smoking among adults (%)
MALARIA_MICR_POS,Number of malaria positive cases by microscopy
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person
NCD_CCS_TransFat,Existence of national policies on trans-fatty acid elimination
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported
R_Imp_duty,Taxes as a % of price: import duties
R_tax_other,Taxes as a % of price: other taxes
GLASSAMC_AWARE,Pattern of antibiotic consumption at national level (relative use by AWaRe classification)
NTD_BU_CONF,Number of confirmed cases of Buruli ulcer reported
SA_0000001834,Percent of all DALYs attributable to alcohol
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized"
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions)
NCD_CCS_dilated_fundus,General availability of dilated fundus examination at the primary health care level
STI_TRICHOMONIASIS_PREVALENCE_PER100,Prevalence of trichomoniasis in individuals (%)
Yth_curr_tob_smoking,Prevalence of current tobacco smoking among adolescents (%)
SCSUD_MEDDF,"Substance use disorders service coverage, medicine included in drug formulary"
PRISON_D3_DEATHS_COVID_MRATE,In-prison COVID-19 mortality rate (per 100 000 incarcerated persons per year)
NCD_CCS_TOB_TARGET,Existence of a national target on tobacco
FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities - developed by WHO/Europe) by out-of-pocket payments (%, national)"
ASSISTIVETECH_Q02,Coverage of people in need of assistive technology by legislation
CHILDMORT10TO19,Adolescent mortality rate (per 1 000 age specific cohort)
NCD_HYP_DIAGNOSIS_C,"Hypertension diagnosis coverage among adults aged 30-79 , crude"
IHRSPAR2_C08,Health services provision
TAXBEV_SUGARCONTENT,Sugar-content of beverage per 100ml
R_admin_tax_stamps_other,"Tobacco tax administration: Tax stamps, fiscal marks, banderole or other types of marking are applied on other tobacco products"
HEPATITIS_HCV_DEATHS_NUM,Deaths caused by chronic hepatitis C (HCV) infection (number)
MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population)
Yth_curr_tob_use,Prevalence of current tobacco use among adolescents (%)
R_admin_identifier_track_and_trace,Tobacco tax administration: Marking/unique identifier contains data for track and tracing purposes
NCD_CCS_SALT_TARGET,Existence of a national target on salt
E_compl_e13,Compliance with ban on appearance of tobacco brands in TV and/or films (score)
ANC_ATLEAST1VISIT_PERCENT,Antenatal care coverage - at least one visit (percent)
FOODBORNE_YLL_100K,Foodborne years of life lost per 100 000
O_Cytisine_ins,Cytisine - cost covered
TG_PSE_NUM,Transgender: Population size estimate (number)
NCD_CCS_PRICE_SUBS,Existence of price subsidies for healthy foods
NTD_LEPR13,New leprosy child case detection rate (less than 15 years of age) per 1 000 000 child population
PRISON_B13_ASSESSMENTS,In-prison regular assessments of essential medicines
GASPTIAZM,Number of isolates tested for azithromycin
TAXBEV_EXCISE_TYPE,Type of excise tax applied on beverage
