IndicatorCode,IndicatorName,Language
Yth_nonsmoked_svy_title,Name of latest youth prevalence survey (nonsmoked),EN
SDGHEALTHFACILITIESESSENTIALMEDS,Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis,EN
TB_cc_prct_Q1,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q1 (lowest) income or expenditure quantile.,EN
PRISON_F1_DRUGUSERS_TOT,"In-prison people who use/have used drugs (number of prisoners, in the last 12 months)",EN
IHRSPAR2_C03,Financing,EN
SA_0000001828_AA,"Regional prevalence, alcohol-attributable DALYs, (%)",EN
IHRSPAR2_C12,Zoonotic diseases,EN
FOODBORNE_YLL_CASE_LT5,"Foodborne years of life lost per case, aged less than 5 years",EN
IHRSPAR_CAPACITY12,Chemical Events,EN
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,EN
Adult_curr_e-cig,Prevalence of current e-cigarette use among adults (%),EN
FINPROTECTION_IMP_PRELPL_POP,"Population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, national, rural, urban)",EN
NLIS_NU_CA_114,NLIS: Continued breastfeeding at 1 year in infants 12-15 months (%),EN
MALARIA_PV_INDIG,Number of indigenous P. vivax malaria cases,EN
NCD_CCS_PA_GUIDELINES_5to19,Existence of national guidelines for physical activity for children and adolescents aged 5-19,EN
HAZARD_YLD_LT5,"Years lived with disability caused by hazards, aged less than 5 years",EN
FOODBORNE_ILL_100K_GE5,"Foodborne illnesses per 100 000, aged 5 years and above",EN
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),EN
WCO_PARTNERSDONORS,Partners and donors,EN
SA_0000001842,"Alcohol, 15-19 years heavy continuous drinkers, drinkers only, past year (%)",EN
SA_0000001839,"Alcohol, heavy continuous drinkers past year (%)",EN
NCD_CCS_bone_marrow,General availability of bone marrow transplantation in the public health system,EN
PRISON_D4_MDRTB_DIAG_TOT,In-prison MDR-TB diagnosis (number of diagnoses),EN
TAXBEV_PRICE,Beverage price,EN
NCD_CCS_CHOL_SVY,"Has conducted a recent, national adult risk factor survey covering raised total cholesterol",EN
STI_CHLAMYDIA_CASES_NUM,Reported cases of chlamydia (number),EN
FOODBORNE_DALY_CASE_GE5,"Foodborne disability-adjusted life years per case, aged 5 years and above",EN
SCSUD_STSPROGRESS,"Substance use disorders service coverage, specialized treatment services progress",EN
R_Price_lowest_cost_estimate,Cheapest brand of cigarettes - price in currency reported,EN
CCH_SURVEY_PLAN_STRATEGY_DEVELOPED,National health and climate change plan or strategy developed,EN
TB_notif_num_newrel_ep,Number of people diagnosed with new episode of pulmonary TB who have extrapulmonary TB.,EN
IHRSPAR_CAPACITY08,National Health Emergency Framework,EN
E_compl_e6,Compliance with ban on advertising at point of sale (score),EN
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",EN
GLASSAMC_GPW13_T4B,Target ≥60% of total antibiotic use being Access group antibiotics (GPW13 target 4b),EN
MALARIA_RDT_TEST,Number of malaria suspects examined by rapid diagnostic test (RDT),EN
TB_cc_prct_Q4,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q4 income or expenditure quantile.,EN
NCD_CCS_TEL_HYDRO_COMBO,General availability of Fixed dose combination avail (telmisartan + hydrochlorothiazide) in the public health sector,EN
PATIENTSAFETY_COREINDICATORAGGREGATE,Patient safety core indicator aggregated (%),EN
GASPRSCFM,Proportion of isolates with decreased susceptibility or resistance (DS/R) to cefixime reported to WHO-GASP,EN
HEPATITIS_HCV_TREATMENT_HIV_PERCENT,People living with HIV treated for chronic hepatitis C infection (percent),EN
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",EN
SCSUD_FINANCINGPROGRESS,"Substance use disorders service coverage, financing progress",EN
STI_SYPHILIS_PREVALENTCASES,Prevalent cases of active syphilis (in thousands),EN
TAXBEV_VATSALES,Value-added/sales tax on beverages (%),EN
SDGIHR2021,"Average of 15 International Health Regulations core capacity scores, SPAR version, 2nd edition",EN
cpmowho,Contraceptive prevalence - use of modern methods (%),EN
FOODBORNE_DALY_LT5,"Foodborne disability-adjusted life years, aged less than 5 years",EN
HAZARD_YLD_GE5,"Years lived with disability caused by hazards, aged 5 years and above",EN
STI_GONORRHOEA_INCIDENCE_PER1000,Incident cases of gonorrhoea in individuals (per 1000),EN
CCH_SURVEY_MOH_FOCALPOINT,Designation of a focal point responsible for health and climate change within the Ministry of Health,EN
NCD_CCS_FOOD_TAX,"Existence of tax on foods high in fat, sugars or salt",EN
NCD_CCS_BP_SVY,"Has conducted a recent, national adult risk factor survey covering raised blood pressure/hypertension",EN
uwgt5,"xxxxx for deletion: (child underweight, see NUTUNDERWEIGHTPREV)",EN
CARE_SEEK,Care-seeking by type of patient and source of care (%) (see CARE_SOURCE),EN
SW_CONDOMUSE_PERCENT,Sex workers: Condom use (percent),EN
ORALHEALTH_UHC_ADVANCE_CURATIVE,Oral health interventions as part of health benefit packages: Advanced curative oral health care,EN
PRISON_D3_DEATHS_TOT,In-prison total deaths,EN
E17a_csr_ban,Ban on Corporate Social Responsibility activities (CSR),EN
IHRSPAR2_C01,"Policy, Legal and normative Instruments to implement IHR",EN
SA_0000001837,"Alcohol poisoning deaths, per 100,000 population",EN
SCSUD_GOVGUIDELINES,"Substance use disorders service coverage, national guidelines",EN
SW_SYPHILISPREV_PERCENT,Sex workers: Syphilis prevalence (percent),EN
P_compl_p5,Compliance with smoke-free indoor offices law (score),EN
CCH_SURVEY_AGREEMENT_MOH_OTHERSECTORS,Agreement in place between the Ministry of Health and other sector(s) in relation to health and climate change policy or programs,EN
TOB_R_PRICE,Retail price for tobacco and nicotine products,EN
FOODBORNE_ILL_100K,Foodborne illnesses per 100 000,EN
IHRSPAR2_C15,Radiation emergencies,EN
NCD_CCS_CANCER_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of cancer,EN
TAXBEV_ABV,"Alcohol content in beverage in percent of volume, (alcohol by volume) (ABV %)",EN
MALARIA_INDIG,Number of indigenous malaria cases,EN
GHE_YLD_NUMERIC,Years of healthy life lost due to disability (YLDs),EN
IHRSPAR2_C07,Health emergency management,EN
SRH_PREGNANCY_UNINTENDED_RATE,Unintended pregnancy rate (model-estimated),EN
SA_0000001838,Alcohol-related cardiomyopathy deaths (% of all cardiomyopathy deaths),EN
IHRSPAR_CAPACITY05,Laboratory (SPAR),EN
STI_CHLAMYDIA_INCIDENCE_PER1000,Incident cases of chlamydia in individuals (per 1000),EN
HHS_LAWPOLICY,"HIV, Hepatitis, and STI-related laws and policies",EN
Adult_daily_smokeless,Prevalence of daily smokeless tobacco use among adults (%),EN
NCD_CCS_PA_POL_CHILDCARE,Existence of policy promoting physical activity: childcare settings,EN
TAXBEV_OTHERTAXES,Other taxes on beverages (%),EN
MALARIA_CONF_CASES,Number of confirmed malaria cases,EN
SCSUD_MEDPUBLIC,"Substance use disorders service coverage, medicine provided for free in public health care",EN
NCD_CCS_ALC_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of alcohol use disorders,EN
SCSUD_REHABPROGRESS,"Substance use disorders service coverage, rehabilitation programmes progress",EN
TG_CONDOMUSE_PERCENT,Transgender: Condom use (percent),EN
HAZARD_DALY_TOTAL,"Disability-adjusted life years caused by hazards, all ages",EN
TB_ps_prev_bc_100k_bysex,"Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population by sex.",EN
E_compl_e9,Compliance with ban on free distribution in mail or through other means (score),EN
Yth_daily_tob_smoking,Prevalence of daily tobacco smoking among adolescents (%),EN
R_afford_inflation_adjusted_price_ppp,Inflation-adjusted prices for most sold brand of cigarettes: Prices in purchasing power parity adjusted by year on year changes in average consumer prices in the United States of America,EN
HIV_POSITIVITY,Percentage of HIV-positive results returned to people in the calendar year,EN
FOODBORNE_ILL_100K_TOTAL,"Foodborne illnesses per 100 000, all ages",EN
PRISON_B20_CLINICALREP,In-prison clinical health records,EN
ASSISTIVETECH_SATISFACTIONACTIVITIES,Satisfaction with assistive products for different environments and activities (%),EN
NCD_CCS_BPmsmt,General availability of blood pressure measurement at the primary health care level,EN
vbcg,BCG immunization coverage among one-year-olds (%),EN
MH_27,Publication year of the policy or plan (latest revision),EN
NLIS_NU_CA_095,NLIS: Minimum acceptable diet (MAD) in children 6-23 months (%),EN
FAMILYPLANNINGUNPDUHC,"Women of reproductive age (15âˆ’49 years) who are married or in-union who have their need for family planning satisfied with modern methods (%), UNPD",EN
E_compl_e5,Compliance with ban on billboard and outdoor advertising (score),EN
AMR_INFECT_ECOLI,Proportion of bloodstream infection due to Escherichia coli resistant to third-generation cephalosporins (%),EN
SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),EN
NLIS_NU_CA_049,NLIS: Children with diarrhoea receiving zinc and ORS (%),EN
OHS_POLICYSTATUS,Existence of national policy instruments for occupational health and safety for health workers,EN
IHRSPAR2_C14,Chemical events,EN
NCD_CCS_PA_MASS_PART,Implementation of a recent mass participation event,EN
HIV_OAMT_COVERAGE_PERCENT,Coverage of opioid agonist maintenance therapy (percent),EN
TAXBEV_EXCISE_UNIFORMTIERED_ALCOHOLIC,Uniform or tiered excise tax system applied on alcoholic beverage,EN
FOODBORNE_DTH_100K_LT5,"Foodborne deaths per 100 000, aged less than 5 years",EN
WCO_UNCOLLABORATION,Collaboration with United Nations System,EN
TAXBEV_EXCISE,Excise taxes on beverages (%),EN
HIV_0000000028,"Estimated number of tests performed where results were received by a person (testing volume), estimated number per 1000 population",EN
NCD_CCS_EyePlan,Existence of operational policy/strategy/action plan for eye health,EN
FOODBORNE_YLD_100K,Foodborne years lived with disability per 100 000,EN
FOODBORNE_YLL_100K_TOTAL,"Foodborne years of life lost per 100 000, all ages",EN
ORALHEALTH_UHC_PREVENTIVE,Oral health interventions as part of health benefit packages: Routine and preventive oral health care,EN
ORALHEALTH_AVAILABILITY_URGENTCARE,Oral health: Urgent treatment for providing emergency oral care and pain relief,EN
MALARIA_NMCP_CALCULATIONS,Domestic Expenditure on Malaria,EN
TAXBEV_EXCISE_AUTOADJUST,Automatic adjustment of specific excise on beverage,EN
FOODBORNE_DTH_100K,Foodborne deaths per 100 000,EN
LBW_NUMBER,Low birth weight number (in thousands),EN
NCD_CCS_PA_POL_PUBLIC,Existence of policy promoting physical activity: public open spaces,EN
SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%),EN
PRISON_D4_COVID_TOT,In-prison COVID-19 diagnosis (number of diagnoses),EN
TB_cc_prct,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB.,EN
HEPATITIS_HCV_LIVINGWITH_NUM,People living with chronic hepatitis C (HCV) (number),EN
IMMUNIZATION_VACCINATIONCARDSSEEN,Proportion of vaccination cards seen (%),EN
NUT_BF_CBF,Continued breastfeeding 12-23 months,EN
TB_Notification_agesex_num,The number of new and relapse cases of tuberculosis detected in a given year by age and sex,EN
R_Ad_val,Taxes as a % of price: ad valorem excise,EN
FINPROTECTION_IMP_BNLFHU_P_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities - developed by WHO/Europe) (%, national)",EN
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,EN
FOODBORNE_YLD_LT5,"Foodborne years lived with disability, aged less than 5 years",EN
FOODBORNE_YLD_TOTAL,"Foodborne years lived with disability, all ages",EN
Rev_other,Tobacco tax revenues - other,EN
NCD_CCS_cancer_surgery,General availability of cancer surgery in the public sector,EN
STI_SYPHILIS_INCIDENCE_PER1000,Incident rate of active syphilis (per 1000),EN
SCSUD_PSYCH,"Substance use disorders service coverage, psychosocial treatment services",EN
STI_GONORRHEA_CASES_NUM,Reported cases of gonorrhea (number),EN
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),EN
ASSISTIVETECH_SATISFACTIONSERVICES,Satisfaction with assistive products and related services (%),EN
SCSUD_MEDBIS,"Substance use disorders service coverage, medicine included in basic insurance package",EN
ASSISTIVETECH_BARRIERAT,Barriers to accessing assistive products (%),EN
HEPATITIS_HBV_PREVALENCE_PER100,Prevalence of chronic hepatitis B (HBV) in the general population (%),EN
NCD_HYP_CONTROL_C,"Effective hypertension treatment coverage among adults aged 30-79, crude",EN
WCO_INTERGOVERNMENTALORGANIZATIONS,Collaboration with Intergovernmental Organizations,EN
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),EN
GASPRSESC,Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP,EN
NLIS_NU_CA_041,NLIS: Children with diarrhoea <5 y receiving oral rehydration therapy (ORT) and continued feeding (%),EN
NCD_CCS_CANCER_DEPT,General availability of cancer centres or cancer departments at tertiary level in the public sector,EN
Youth_svy_yr,Year of most recent adolescent survey,EN
NUTRITION_VOLTRON,Chimera voltron indicator to show summary table,EN
M1_adult_recent,Most recent survey among adults was recent (in the past 5 years),EN
NUT_CF_MDD,Minimum dietary diversity 6-23 months,EN
PRISON_D3_DEATHS_SUICIDE_MRATE,In-prison suicide mortality rate (per 100 000 incarcerated persons per year),EN
STI_GONORRHOEA_INCIDENTCASES,Incident cases of gonorrhoea in individuals (in thousands),EN
NCD_CCS_OBES_TARGET,Existence of a national target on obesity,EN
STI_TRICHOMONIASIS_PREVALENTCASES,Prevalent cases of trichomoniasis in individuals (in thousands),EN
NCD_CCS_OVWT_SVY,"Has conducted a recent, national adult risk factor survey covering overweight and obesity",EN
E_compl_e3,Compliance with ban on advertising in local magazines and newspapers (score),EN
Youth_svy_age_range,Age range of most recent adolescent survey,EN
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",EN
FOODBORNE_YLD,Foodborne years lived with disability,EN
GHE_DALY_NUMERIC,Disability-adjusted life years (DALYs),EN
HIV_0000000027,Reported number of HIV tests performed where results were received by a person (testing volume),EN
GHE_DEATHS_NUMERIC,GHE Deaths,EN
ORALHEALTH_EMLDENTALPREP,Presence of an EML with dental preparations,EN
NCD_CCS_CVD_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of cardiovascular diseases,EN
R_Sp_excise,Taxes as a % of price: specific excise,EN
M_Est_cig_daily_std,Estimate of daily cigarette smoking prevalence (%) (age-standardized rate),EN
M_Est_smk_daily,Estimate of daily tobacco smoking prevalence (%),EN
IHRSPAR_CAPACITY09,Health Service Provision,EN
PRISON_A2_PRISIONERS_PER100KPOP,Number of prisoners (per 100 000 inhabitants),EN
HAZARD_ILL_GE5,"Illnesses caused by hazards, aged 5 years and above",EN
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),EN
POP_TOTAL_BIRTHS_NUM,Total number of live births,EN
NCD_HYP_TREATMENT_A,"Hypertension treatment coverage among adults aged 30-79 , age-standardized",EN
FOODBORNE_YLL_100K_GE5,"Foodborne years of life lost per 100 000, aged 5 years and above",EN
FOODBORNE_YLD_GE5,"Foodborne years lived with disability, aged 5 years and above",EN
NCD_CCS_PA_POL_COMM_BASED,Existence of policy promoting physical activity: community-based and sports initiatives,EN
SCSUD_DATASERVPROV,"Substance use disorders service coverage, data on service provision",EN
E17b_csr_promo_self,Ban on tobacco companies/the tobacco industry publicizing their CSR activities,EN
VACCINEPREVENTABLE_WILDPOLIO,Number of reported cases of poliomyelitis by wild poliovirus (WPV),EN
PRISON_F1_ALCOHOL_TOT,"In-prison people who drink/drank alcohol (number of prisoners, in the last 12 months)",EN
NCD_CCS_TOB_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of tobacco dependence,EN
TAXBEV_ALCOHOLBASEDTIERED,"If tiered on the beverage, the tiers are alcohol-based",EN
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),EN
CCH_SURVEY_SURVEILLANCE_WHICH_METEOROLOGICAL,Existence of a health surveillance system which includes meteorological information,EN
SCSUD_PSYCHPROGRESS,"Substance use disorders service coverage, psychosocial treatment services progress",EN
Yth_daily_tob_use,Prevalence of daily tobacco use among adolescents (%),EN
FOODBORNE_YLD_CASE_GE5,"Foodborne years lived with disability per case, aged 5 years and above",EN
DEVICES24,National authority responsible for regulating medical devices,EN
R_afford_cat_2,Affordability of cigarettes: category of change over past 2 years,EN
DEVICES25,"National Health Technology Assessment (HTA) unit including the assessment of medical devices, and diagnostics",EN
FINPROTECTION_IMP_NP_REL_LEVEL_MILLION,"Total population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (millions, regional, global)",EN
FINPROTECTION_IMP_PREL_LEVEL_MILLION,"Total population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (millions, regional, global)",EN
ASSISTIVETECH_TRAVELDISTANCEAT,Travel distance to obtain assistive products (%),EN
FOODBORNE_YLD_CASE_TOTAL,"Foodborne years lived with disability per case, all ages",EN
WCO_SEAHPRTRAINING,"Sexual exploitation, abuse and harassment prevention and response training",EN
SCSUD_FINANCINGSUPPORT,"Substance use disorders service coverage, information on governmental support available",EN
NCD_CCS_LIS_AML_COMBO,General availability of Fixed dose combination avail (lisinopril + amlodipine) in the public health sector,EN
HAZARD_DALY_GE5,"Disability-adjusted life years caused by hazards, aged 5 years and above",EN
AMRGLASS_SURVL04,Number of surveillance sites reporting to GLASS: In- and outpatient facilities,EN
P_compl_p7,Compliance with smoke-free pubs and bars law (score),EN
M5_youth_representative,Most recent school-based survey among adolescents was representative of the national population,EN
HEPATITIS_HBV_DIAGNOSED_NUM,Chronic hepatitis B (HBV) infected persons diagnosed (number),EN
Yth_curr_smokeless,Prevalence of current smokeless tobacco use among adolescents (%),EN
STI_SYPHILIS_CASES_NUM,Reported cases of syphilis (number),EN
TB_cc_prct_DSTB,Percentage of TB-affected households facing costs >20% of household income or expenditure due to DS-TB.,EN
Adult_curr_cig_smoking,Prevalence of current cigarette smoking among adults (%),EN
TB_notif_num_agesex,Number of people diagnosed with new episode TB who by age group and sex.,EN
NCD_CCS_DIAB_SVY,"Has conducted a recent, national adult risk factor survey covering raised blood glucose/diabetes",EN
PRISON_B3_DELIVHEALTHCARE,Agencies responsible for delivering prison healthcare,EN
CCH_SURVEY_SURVEILLANCE_SYSTEM_EXISTS,Existence of an health surveillance system,EN
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,EN
NCD_CCS_ALC_SVY,"Has conducted a recent, national adult risk factor survey covering harmful alcohol use",EN
WHO_LOCATIONFACILITIES,Locations and facilities,EN
ORALHEALTH_DENTALAMALGAMPHASEDOWN,Measures to phase down the use of dental amalgam,EN
FOODBORNE_DALY_CASE,Foodborne disability-adjusted life years per case,EN
HEPATITIS_HBV_DEATHS_NUM,Deaths caused by chronic hepatitis B (HBV) infection (number),EN
Camp_media_monitor,Process evaluation was employed to assess implementation of the campaign,EN
NCD_CCS_HearingPlan,Existence of operational policy/strategy/action plan for hearing health,EN
PRISON_B14_ERRORS,In-prison standardized process for medication errors,EN
Yth_daily_cig_smoking,Prevalence of daily cigarette smoking among adolescents (%),EN
ASSISTIVETECH_Q04,Existence of responsible ministry/authority on assistive technology,EN
GASPRSCRO,Proportion of isolates with decreased susceptibility or resistance (DS/R) to ceftriaxone reported to WHO-GASP,EN
IHRSPAR2_C06,Human resources,EN
Yth_nonsmoked_national,Representation of latest youth prevalence survey (nonsmoked),EN
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),EN
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2022 US$ millions),EN
MSM_CONDOMUSE_PERCENT,Men who have sex with men: Condom use (percent),EN
FINPROTECTION_IMP_PG_215_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of the $2.15 a-day poverty line (%, national, rural, urban)",EN
TAXBEV_ALCOHOLSALESTATUS,Status of alcohol sale,EN
ORALHEALTH_UHC_GOVSCHEME,Oral health interventions as part of health benefit packages: Coverage of the largest government health financing scheme (%),EN
NCD_CCS_PA_GUIDELINES_UNDER5,Existence of national guidelines for physical activity for children under 5,EN
TB_ps_prev_bc_100k,"Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population",EN
SA_0000001459_AA,"Road traffic crash deaths, alcohol-attributable, age-standardized death rates, per 100,000 population",EN
MH_26,Year the law was enacted (latest revision),EN
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),EN
WSH_DOMESTIC_WASTE_SAFELY_TREATED,SDG 6.3.1 Proportion of safely treated domestic wastewater flows (%),EN
ASSISTIVETECH_Q05,Availability of government/registered services for assistive technology,EN
R_Price_mp_estimate_usd,Most sold brand of cigarettes - price in US$ at official exchange rates,EN
FINPROTECTION_IMP_P190_LEVEL_MILLION,"Total population pushed further below the $1.90 a day poverty line by household health expenditures (millions, regional, global)",EN
NTD_YAWSNUM_CONF,Number of confirmed yaws cases reported,EN
FINPROTECTION_IMP_NP365_POP,"Population pushed below the $3.65 a day poverty line by household health expenditures (%, national, rural, urban)",EN
FINPROTECTION_IMP_P190_POP,"Population pushed further below the $1.90 a day poverty line by household health expenditures (%, national, rural, urban)",EN
TB_ps_prev_bc_100k_byagegroup,"Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population by age group",EN
MSM_PSE_NUM,Men who have sex with men: Population size estimate (number),EN
GASPRSCIP,Proportion of isolates with resistance to ciprofloxacin reported to WHO-GASP,EN
HEPATITIS_HCV_TREATMENT_INITIATED_NUM,Persons initiated chronic hepatitis C(HCV) treatment (number),EN
MALARIA_ACT_TREATED,Number of malaria cases treated with artemisinin-based combination therapies (ACTs),EN
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth,EN
Adult_curr_tob_use,Prevalence of current tobacco use among adults (%),EN
FOODBORNE_ILL_LT5,"Foodborne illnesses, aged less than 5 years",EN
SCSUD_NSS,"Substance use disorders service coverage, non-structured services",EN
R_type_variant,Most sold brand of other tobacco type,EN
ORALHEALTH_UHC_ESSENTIAL_CURATIVE,Oral health interventions as part of health benefit packages: Essential curative oral health care,EN
FOODBORNE_YLL_GE5,"Foodborne years of life lost, aged 5 years and above",EN
PRISON_B9_STAFF_RATIO,Healthcare staff in prisons (FTEs per 1000 prisoners),EN
PRISON_B9_1_PHYSICIANS_RATIO,Physicians in prisons (FTEs per 1000 prisoners),EN
SCSUD_GOVPAL,"Substance use disorders service coverage, availability of policy, action plan and legislation",EN
SRH_ABORTION_RATE,Abortion rate (model-estimated),EN
ASSISTIVETECH_Q01,Existence of legislation on access to assistive technology,EN
HAZARD_DALY_LT5,"Disability-adjusted life years caused by hazards, aged less than 5 years",EN
TAXBEV_EXCISE_APPLIED_YN,Excise taxes are applied on beverages,EN
GASPRSAZM,Proportion of isolates with resistance to azithromycin reported to WHO-GASP,EN
HEPATITIS_HCV_PREVALENCE_PER100,Prevalence of chronic hepatitis C (HCV) ) in the general population (%),EN
Yth_daily_e-cig,Prevalence of daily e-cigarette use among adolescents (%),EN
ORALHEALTH_NCD_STAFF,Presence of dedicated staff for oral health working on NCDs at the MoH,EN
AIR_72,Ambient air pollution attributable deaths in children under 15 years,EN
FINPROTECTION_IMP_NP_365_LEVEL_MILLION,"Total population pushed below the $3.65 a day poverty line by household health expenditures (millions, regional, global)",EN
HEPATITIS_HCV_TESTING_HIV_PERCENT,People living with HIV diagnosed with chronic hepatitis C infection (percent),EN
IHRSPAR2_C10,Risk communication and community engagement (RCCE),EN
P_comprehensive_subnat,Subnational smoking bans - at least one jurisdiction has a comprehensive ban in place,EN
HEPATITIS_HCV_TREATMENT_PWID_PERCENT,"People living with HIV who inject drugs, treated for chronic hepatitis C infection (percent)",EN
FOODBORNE_DALY_CASE_TOTAL,"Foodborne disability-adjusted life years per case, all ages",EN
FOODBORNE_DTH_100K_GE5,"Foodborne deaths per 100 000, aged 5 years and above",EN
R_Price_lowest_cost_usd,Cheapest brand of cigarettes - price in US$ at official exchange rates,EN
FOODBORNE_DTH,Foodborne deaths,EN
PRISON_B9_1_PHYCHIATRISTS_RATIO,Psychiatrists in prisons (FTEs per 1000 prisoners),EN
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",EN
WCO_GOVERNMENTCOLLABORATION,Collaboration with government sectors,EN
PRISON_A2_PRISIONERS_N,Number of prisoners,EN
PRISON_B11_VACPREV_DTP,In-prison vaccination for DTP,EN
MALARIA_1STLINE_TREATED,Number of malaria cases treated with any first  line tx courses (including artemisinin-based combination therapies (ACTs)),EN
PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%),EN
NCD_CCS_LIS_HYDRO_COMBO,General availability of Fixed dose combination avail (lisinopril + hydrochlorothiazide) in the public health sector,EN
FOODBORNE_YLL_100K_LT5,"Foodborne years of life lost per 100 000, aged less than 5 years",EN
RADON_Q503_1,Reference level for workplaces (Bq/m3),EN
HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,Mean hemoglobin level of women of reproductive age (aged 15-49 years),EN
HAZARD_DTH_LT5,"Deaths caused by hazards, aged less than 5 years",EN
TAXBEV_ADVALOREMBASE,Base for ad valorem excise tax on beverage,EN
P_compl_p8,Compliance with smoke-free public transport law (score),EN
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",EN
CM_04,Number of deaths among children ages 5 to 9 years,EN
Adult_nonsmoked_svy_title,Name of latest adult prevalence survey (nonsmoked),EN
NCD_CCS_PA_TAX,Existence of tax incentives to promote physical activity,EN
sevwast5,see NUTSEVWASTINGPREV,EN
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,EN
MALARIA_IPTP3_COVERAGE,Pregnant women attending antenatal care  at least once and receiving at least 3 doses of Intermittent Preventive Treatment of Malaria for Pregnant Women (IPTp3) (%),EN
ORALHEALTH_EDENTULISM_PREVALENCE,Prevalence of edentulism in people 20+ years (%),EN
NCD_CCS_OvwtPlan,Existence of operational policy/strategy/action plan to reduce overweight/obesity,EN
SCSUD_PHARM,"Substance use disorders service coverage, pharmacological treatment services",EN
vfull,Full immunization coverage among one-year-olds (%),EN
FINPROTECTION_IMP_P215_POP,"Population pushed further below the $2.15 a day poverty line by household health expenditures (%, national, rural, urban)",EN
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,EN
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),EN
ORALHEALTH_NOMA,Oral health: Noma recognized as a national public health problem,EN
R_admin_tax_stamps_cig,"Tobacco tax administration: Tax stamps, fiscal marks, banderole or other types of marking are applied on cigarettes",EN
FOODBORNE_ILL_GE5,"Foodborne illnesses, aged 5 years and above",EN
FINPROTECTION_IMP_P_365_LEVEL_SH,"Total population pushed further below the $3.65 a day poverty line by household health expenditures (%, regional, global)",EN
FINPROTECTION_IMP_PG_RELPL_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of a relative poverty line - 60% of median daily per capita consumption or income (%, national, rural, urban)",EN
Adult_curr_tob_smoking,Prevalence of current tobacco smoking among adults (%),EN
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,EN
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,EN
NCD_CCS_TransFat,Existence of national policies on trans-fatty acid elimination,EN
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,EN
R_Imp_duty,Taxes as a % of price: import duties,EN
R_tax_other,Taxes as a % of price: other taxes,EN
